stock_code,subscription_date,event_context,subscriber_name,match_name,amount_subscribed,shares_subscribed,price_per_share,evidence_page,evidence_text,include_pevc,notes
688795,2024-12,增资,苏州和基,,,,,第67页,2024年11-12月，38家Pre-IPO轮股东与摩尔线程签订增资协议；2024年12月新增股份由该38家主体认购。,是,
688795,2024-12,增资,千曦资本,,,,,第67页,2024年11-12月，38家Pre-IPO轮股东与摩尔线程签订增资协议；2024年12月新增股份由该38家主体认购。,是,
688795,2024-12,增资,温州典轩,,,,,第67页,2024年11-12月，38家Pre-IPO轮股东与摩尔线程签订增资协议；2024年12月新增股份由该38家主体认购。,是,
688795,2024-12,增资,启创科信,,,,,第67页,2024年11-12月，38家Pre-IPO轮股东与摩尔线程签订增资协议；2024年12月新增股份由该38家主体认购。,是,
688795,2024-12,增资,嘉兴加合,,,,,第67页,2024年11-12月，38家Pre-IPO轮股东与摩尔线程签订增资协议；2024年12月新增股份由该38家主体认购。,是,
688795,2024-12,增资,汇创集智,,,,,第67页,2024年11-12月，38家Pre-IPO轮股东与摩尔线程签订增资协议；2024年12月新增股份由该38家主体认购。,是,
688795,2024-12,增资,深圳安鹏,,,,,第67页,2024年11-12月，38家Pre-IPO轮股东与摩尔线程签订增资协议；2024年12月新增股份由该38家主体认购。,是,
688795,2024-12,增资,文惠投资,,,,,第67页,2024年11-12月，38家Pre-IPO轮股东与摩尔线程签订增资协议；2024年12月新增股份由该38家主体认购。,是,
688795,2024-12,增资,中保投信,,,,,第67页,2024年11-12月，38家Pre-IPO轮股东与摩尔线程签订增资协议；2024年12月新增股份由该38家主体认购。,是,
688795,2024-12,增资,衢州厚雪,,,,,第67页,2024年11-12月，38家Pre-IPO轮股东与摩尔线程签订增资协议；2024年12月新增股份由该38家主体认购。,是,
688795,2024-12,增资,齐鲁前海,,,,,第67页,2024年11-12月，38家Pre-IPO轮股东与摩尔线程签订增资协议；2024年12月新增股份由该38家主体认购。,是,
688795,2024-12,增资,智慧互联,,,,,第67页,2024年11-12月，38家Pre-IPO轮股东与摩尔线程签订增资协议；2024年12月新增股份由该38家主体认购。,是,
688795,2024-12,增资,五源启兴,,,,,第67页,2024年11-12月，38家Pre-IPO轮股东与摩尔线程签订增资协议；2024年12月新增股份由该38家主体认购。,是,
688795,2024-12,增资,福建拓锋,,,,,第67页,2024年11-12月，38家Pre-IPO轮股东与摩尔线程签订增资协议；2024年12月新增股份由该38家主体认购。,是,
688802,2022-09,增资,混沌投资,,,,,第69页,报告期第一次增资：上述10家主体以货币出资认购新增注册资本46.6552万元。,是,
688802,2022-09,增资,央视融媒体,,,,,第69页,报告期第一次增资：上述10家主体以货币出资认购新增注册资本46.6552万元。,是,
688802,2022-09,增资,中鑫致鼎,,,,,第69页,报告期第一次增资：上述10家主体以货币出资认购新增注册资本46.6552万元。,是,
688802,2022-09,增资,建银科创,,,,,第69页,报告期第一次增资：上述10家主体以货币出资认购新增注册资本46.6552万元。,是,
688802,2022-09,增资,嘉兴普超,,,,,第69页,报告期第一次增资：上述10家主体以货币出资认购新增注册资本46.6552万元。,是,
688802,2022-09,增资,深圳恩启,,,,,第69页,报告期第一次增资：上述10家主体以货币出资认购新增注册资本46.6552万元。,是,
688802,2022-09,增资,国盛川禾,,,,,第69页,报告期第一次增资：上述10家主体以货币出资认购新增注册资本46.6552万元。,是,
688802,2022-09,增资,中网投,,,,,第69页,报告期第一次增资：上述10家主体以货币出资认购新增注册资本46.6552万元。,是,
688802,2022-09,增资,国创中鼎,,,,,第69页,报告期第一次增资：上述10家主体以货币出资认购新增注册资本46.6552万元。,是,
688802,2022-09,增资,经乾二号,,,,,第69页,报告期第一次增资：上述10家主体以货币出资认购新增注册资本46.6552万元。,是,
688802,2023-02,增资,嘉兴普超,,,,,第69页,报告期第二次增资：上述7家主体以货币出资认购新增注册资本20.5594万元。,是,
688802,2023-02,增资,上海荣至和,,,,,第69页,报告期第二次增资：上述7家主体以货币出资认购新增注册资本20.5594万元。,是,
688802,2023-02,增资,嘉兴启锦,,,,,第69页,报告期第二次增资：上述7家主体以货币出资认购新增注册资本20.5594万元。,是,
688802,2023-02,增资,和暄新芯一号,,,,,第69页,报告期第二次增资：上述7家主体以货币出资认购新增注册资本20.5594万元。,是,
688802,2023-02,增资,睿石尼盛,,,,,第69页,报告期第二次增资：上述7家主体以货币出资认购新增注册资本20.5594万元。,是,
688802,2023-02,增资,郑州清禾,,,,,第69页,报告期第二次增资：上述7家主体以货币出资认购新增注册资本20.5594万元。,是,
688802,2023-02,增资,湖州普能,,,,,第69页,报告期第二次增资：上述7家主体以货币出资认购新增注册资本20.5594万元。,是,
688802,2023-04,增资,科力基金,,,,,第70页,报告期第三次增资：科力基金以货币出资认购新增注册资本13.7761万元。,是,
688802,2023-12,增资,青岛国道,,,,,第70页,报告期第四次增资：两组共8家主体以货币出资认购新增注册资本。,是,
688802,2023-12,增资,智源芯君,,,,,第70页,报告期第四次增资：两组共8家主体以货币出资认购新增注册资本。,是,
688802,2023-12,增资,景仓尧光,,,,,第70页,报告期第四次增资：两组共8家主体以货币出资认购新增注册资本。,是,
688802,2023-12,增资,景仓长右,,,,,第70页,报告期第四次增资：两组共8家主体以货币出资认购新增注册资本。,是,
688802,2023-12,增资,富海优选二号,,,,,第70页,报告期第四次增资：两组共8家主体以货币出资认购新增注册资本。,是,
688802,2023-12,增资,经乾二号,,,,,第70页,报告期第四次增资：两组共8家主体以货币出资认购新增注册资本。,是,
688802,2023-12,增资,混沌投资,,,,,第70页,报告期第四次增资：两组共8家主体以货币出资认购新增注册资本。,是,
688802,2023-12,增资,中山公用,,,,,第70页,报告期第四次增资：两组共8家主体以货币出资认购新增注册资本。,是,
688802,2024-08,增资,源庐加佳,,,,,第70页,报告期第五次增资：上述7家主体以货币出资认购新增注册资本80.1259万元。,是,
688802,2024-08,增资,中网投,,,,,第70页,报告期第五次增资：上述7家主体以货币出资认购新增注册资本80.1259万元。,是,
688802,2024-08,增资,和暄新芯二号,,,,,第70页,报告期第五次增资：上述7家主体以货币出资认购新增注册资本80.1259万元。,是,
688802,2024-08,增资,扬州启曦,,,,,第70页,报告期第五次增资：上述7家主体以货币出资认购新增注册资本80.1259万元。,是,
688802,2024-08,增资,湘江五号,,,,,第70页,报告期第五次增资：上述7家主体以货币出资认购新增注册资本80.1259万元。,是,
688802,2024-08,增资,引领区基金,,,,,第70页,报告期第五次增资：上述7家主体以货币出资认购新增注册资本80.1259万元。,是,
688802,2024-08,增资,上科共赢,,,,,第70页,报告期第五次增资：上述7家主体以货币出资认购新增注册资本80.1259万元。,是,
688802,2025-02,增资,经纬创壹号,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,经纬创叁号,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,河南科投,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,海南泰达,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,富海精选二号,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,富海隽永,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,河南睿合,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,格金广发,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,广发中鼎,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,卓源芯力,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,济南宇辰,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,谦益永泰,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,绵阳国科,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,国孚领航,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,伊敦战新,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-02,增资,南京智沐曦,,,,,第70页,"报告期第六次增资：列示主体合计投资139,541.40万元认购新股1,103,742股。",是,
688802,2025-03,增资,共青亚昌宏硕,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,电信方舟,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,混沌投资,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,嘉兴普超,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,经纬创壹号,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,经纬创叁号,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,河南科投,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,海南泰达,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,富海精选二号,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,卓源芯力,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,南京智沐曦,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,交控金石,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,金石精密,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,中金上汽,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,金华盛赫,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,联想中小,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,万石拾壹号,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,佛山港粤,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,晓池摩山,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,南京盈研,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,宜宾和谐,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,社保长三角,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,成都交子,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,海融通,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,春华景智,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,华兴航科,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,睿石德晟,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,杭州丹贝,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,晋安三创,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,富海曦芯,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,芯能方安,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,芯能方华,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,图灵安捷,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,共青亚昌辰柠,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,九安海棠,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,砺思星沐,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,中科蓝讯,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,七匹狼,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,聚源振芯,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,聚源海河,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,经纬厦门,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,经纬创华,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,中金启辰无锡,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,中金启辰苏州,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,综改试验,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,谦益永兴,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,同创伟业,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,娃哈哈,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,青岛立涌,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,新华文泰,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,红杉雅恒,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,晶凯景宽,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,普华杭州,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,湘投一村,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,颍上德势,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,国寿资本,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,丽水巧达,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,浦信熠芯,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,源起开来,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,苏州溢漕,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,淳中科技,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,中证投资,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,嘉兴瀚舟,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,前瞻远至,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
688802,2025-03,增资,正和启迪,,,,,第70-71页,"报告期第七次增资：列示主体合计投资722,106万元认购新股5,051,257股。",是,
